100 4285
7 90 6
7 91 10
7 92 5
7 93 5
7 95 3
7 96 4
7 97 4
7 98 9
7 99 8
8 9 10
8 10 6
8 11 8
8 12 5
8 14 6
8 15 5
8 16 10
8 17 6
8 18 7
8 19 4
8 20 8
8 21 7
8 22 10
8 23 8
8 24 4
8 25 9
8 26 4
8 27 4
8 29 3
8 30 5
8 31 3
8 32 8
8 33 2
8 34 5
8 35 5
8 36 3
8 38 8
8 39 9
8 40 10
8 41 1
8 42 4
8 43 10
8 44 5
8 45 3
8 46 1
8 47 7
8 49 1
8 50 4
8 51 4
8 53 5
8 54 2
8 55 3
8 56 1
8 59 8
8 60 6
8 61 7
8 62 5
8 63 8
8 64 3
8 65 3
8 66 5
8 67 8
8 68 2
8 69 8
8 70 1
8 72 4
8 73 6
8 74 8
8 76 9
8 79 6
8 80 1
8 81 10
8 82 10
8 83 10
8 84 5
8 85 10
8 86 10
8 87 5
8 88 4
8 89 8
8 90 7
8 91 1
8 92 6
8 93 1
8 94 8
8 95 6
8 96 2
8 97 9
8 98 4
8 99 10
9 10 3
9 12 10
9 13 3
9 14 4
9 15 10
9 16 5
9 18 5
9 22 10
9 23 7
9 25 9
9 26 10
9 27 3
9 28 5
9 29 1
9 30 7
9 31 4
9 33 9
9 34 7
9 35 9
9 36 10
9 37 5
9 39 8
9 40 5
9 41 7
9 42 2
9 43 9
9 44 4
9 45 3
9 46 2
9 47 7
9 48 8
9 49 10
9 50 4
9 52 8
9 53 3
9 54 6
9 55 9
9 56 10
9 57 7
9 58 4
9 59 2
9 61 4
9 62 1
9 63 9
9 65 1
9 66 4
9 67 4
9 68 2
9 69 9
9 70 7
9 71 5
9 72 1
9 73 3
9 74 7
9 75 2
9 76 2
9 77 4
9 78 7
9 79 9
9 80 6
9 82 9
9 83 10
9 84 4
9 85 7
9 86 2
9 87 1
9 88 2
9 89 7
9 90 6
9 91 10
9 93 6
9 94 8
9 95 1
9 96 2
9 97 10
9 98 2
10 11 6
10 12 7
10 13 4
10 14 6
10 16 6
10 17 2
10 18 8
10 20 9
10 21 10
10 22 7
10 23 2
10 24 8
10 25 4
10 26 7
10 27 4
10 28 4
10 29 6
10 30 4
10 31 5
10 32 5
10 33 6
10 34 2
10 35 5
10 36 2
10 37 1
10 38 3
10 39 3
10 40 7
10 41 5
10 42 8
10 43 2
10 44 5
10 45 9
10 48 9
10 49 1
10 53 9
10 55 9
10 57 7
10 58 4
10 59 3
10 60 5
10 62 7
10 63 10
10 64 2
10 65 2
10 66 8
10 67 8
10 68 7
10 69 6
10 70 1
10 71 5
10 72 9
10 73 8
10 74 4
10 75 3
10 76 7
10 77 4
10 78 6
10 79 2
10 80 6
10 81 5
10 82 10
10 83 4
10 84 4
10 85 4
10 88 10
10 90 4
10 91 5
10 92 3
10 93 6
10 94 5
10 95 6
10 96 4
10 97 6
10 98 6
11 12 1
11 13 9
11 14 5
11 15 2
11 16 3
11 17 2
11 18 6
11 19 3
11 20 1
11 21 2
11 22 6
11 23 5
11 24 4
11 25 6
11 26 6
11 29 9
11 30 10
11 31 6
11 33 8
11 34 8
11 36 6
11 37 8
11 38 1
11 39 4
11 41 6
11 42 4
11 43 2
11 44 2
11 45 4
11 46 2
11 47 4
11 48 2
11 49 10
11 50 6
11 51 10
11 52 10
11 53 5
11 54 5
11 55 10
11 56 6
11 57 3
11 58 1
11 59 4
11 60 6
11 61 10
11 62 5
11 63 3
11 64 2
11 65 10
11 66 7
11 67 3
11 68 3
11 69 7
11 70 7
11 72 7
11 74 10
11 75 4
11 77 8
11 78 7
11 79 1
11 80 6
11 81 3
11 83 5
11 84 2
11 85 5
11 86 10
11 87 9
11 88 2
11 89 10
11 90 9
11 91 9
11 92 7
11 93 7
11 94 3
11 95 6
11 96 1
11 97 5
11 98 2
11 99 4
12 13 3
12 14 4
12 15 2
12 16 5
12 17 8
12 18 4
12 19 7
12 20 1
12 21 4
12 22 10
12 23 8
12 25 1
12 26 10
12 27 5
12 28 4
12 29 7
12 30 1
12 31 8
12 32 9
12 33 3
12 34 1
12 35 10
12 36 8
12 37 2
12 38 4
12 39 9
12 40 6
12 41 6
12 42 8
12 43 2
12 44 1
12 45 2
12 47 1
12 48 3
12 49 6
12 50 3
12 51 1
12 52 4
12 53 6
12 54 2
12 55 9
12 56 10
12 57 4
12 58 6
12 59 10
12 60 7
12 61 10
12 62 4
12 63 1
12 65 2
12 66 6
12 67 4
12 68 2
12 69 9
12 70 3
12 71 7
12 72 5
12 73 6
12 74 5
12 76 4
12 77 7
12 78 2
12 79 3
12 80 10
12 82 3
12 83 8
12 84 1
12 85 9
12 86 3
12 87 7
12 88 5
12 89 10
12 90 9
12 91 7
12 92 2
12 93 4
12 94 2
12 97 6
12 98 9
12 99 3
13 14 2
13 16 8
13 17 8
13 18 1
13 19 8
13 20 8
13 21 7
13 22 8
13 23 6
13 24 4
13 25 8
13 26 9
13 27 7
13 28 3
13 29 1
13 30 10
13 31 7
13 32 2
13 33 10
13 35 9
13 36 10
13 37 6
13 38 2
13 39 3
13 40 8
13 41 8
13 42 2
13 43 6
13 44 9
13 45 8
13 46 9
13 47 8
13 49 4
13 50 2
13 51 4
13 52 9
13 53 2
13 54 3
13 55 6
13 56 8
13 57 5
13 58 10
13 59 6
13 60 10
13 61 7
13 62 1
13 63 10
13 64 2
13 65 4
13 66 5
13 67 8
13 69 5
13 70 8
13 72 10
13 73 3
13 74 10
13 75 9
13 76 7
13 77 4
13 78 9
13 79 2
13 81 4
13 82 3
13 83 7
13 84 7
13 85 6
13 87 9
13 88 3
13 89 10
13 90 7
13 91 10
13 92 6
13 94 3
13 95 9
13 97 4
13 98 5
13 99 7
14 15 7
14 17 9
14 19 9
14 20 1
14 21 7
14 23 6
14 24 7
14 25 7
14 26 5
14 27 4
14 29 4
14 30 5
14 31 2
14 32 10
14 34 7
14 35 5
14 36 6
14 37 10
14 38 10
14 39 4
14 40 5
14 42 6
14 43 6
14 45 2
14 46 4
14 47 1
14 48 3
14 50 2
14 51 3
14 52 5
14 53 3
14 54 7
14 55 7
14 56 4
14 57 3
14 58 9
14 59 5
14 60 10
14 62 3
14 63 6
14 64 7
14 65 2
14 67 6
14 68 10
14 69 6
14 70 10
14 71 4
14 72 6
14 73 3
14 75 10
14 76 7
14 78 9
14 80 10
14 81 2
14 82 4
14 84 4
14 85 10
14 86 6
14 87 6
14 88 6
14 90 2
14 91 3
14 92 4
14 93 10
14 94 2
14 95 8
14 98 6
14 99 1
15 17 9
15 18 8
15 19 10
15 20 3
15 21 2
15 22 9
15 23 6
15 25 3
15 27 3
15 28 4
15 29 5
15 30 6
15 31 10
15 32 6
15 33 2
15 34 2
15 35 2
15 36 6
15 37 8
15 38 10
15 39 2
15 40 6
15 42 1
15 43 7
15 44 6
15 45 8
15 46 7
15 48 6
15 49 1
15 50 1
15 51 1
15 52 6
15 53 1
15 55 2
15 56 3
15 57 1
15 58 6
15 59 3
15 60 3
15 61 9
15 62 5
15 63 6
15 64 7
15 66 9
15 67 5
15 68 10
15 69 6
15 72 3
15 73 9
15 74 9
15 75 1
15 76 10
15 77 10
15 79 3
15 80 9
15 81 5
15 82 5
15 83 7
15 84 6
15 86 4
15 87 8
15 88 8
15 89 3
15 90 10
15 91 5
15 93 3
15 94 7
15 95 9
15 96 5
15 97 8
15 98 3
15 99 4
16 17 7
16 18 5
16 19 7
16 20 10
16 21 5
16 22 6
16 23 10
16 24 1
16 25 1
16 26 5
16 27 5
16 28 9
16 29 4
16 30 9
16 31 2
16 32 8
16 33 5
16 34 3
16 35 9
16 36 2
16 37 7
16 38 5
16 39 9
16 40 9
16 41 4
16 42 6
16 43 8
16 44 6
16 45 1
16 46 5
16 47 7
16 48 5
16 49 6
16 50 9
16 51 4
16 52 2
16 53 10
16 54 10
16 55 8
16 56 1
16 57 4
16 58 5
16 60 4
16 61 3
16 62 4
16 63 10
16 64 4
16 65 7
16 66 7
16 67 7
16 68 9
16 70 4
16 71 8
16 72 6
16 73 5
16 74 9
16 75 5
16 76 7
16 77 7
16 78 5
16 79 8
16 80 6
16 81 2
16 82 1
16 83 7
16 84 5
16 85 2
16 88 9
16 89 4
16 91 1
16 92 6
16 93 6
16 95 7
16 96 1
16 98 4
16 99 9
17 19 8
17 20 10
17 21 4
17 22 5
17 23 6
17 24 3
17 25 7
17 26 1
17 28 2
17 29 4
17 30 2
17 31 7
17 32 4
17 33 3
17 34 5
17 35 3
17 36 7
17 37 2
17 38 8
17 39 9
17 40 3
17 42 5
17 43 7
17 44 8
17 45 2
17 46 3
17 47 3
17 48 3
17 49 10
17 50 6
17 51 1
17 52 1
17 53 8
17 54 3
17 55 9
17 56 1
17 58 6
17 59 9
17 60 1
17 61 4
17 62 5
17 63 3
17 64 3
17 65 5
17 66 5
17 67 9
17 69 5
17 70 1
17 72 4
17 73 8
17 75 7
17 76 5
17 77 1
17 78 10
17 79 5
17 80 6
17 81 9
17 82 6
17 83 8
17 84 4
17 85 2
17 87 8
17 88 3
17 89 9
17 90 3
17 91 8
17 93 4
17 94 4
17 95 10
17 96 10
17 97 4
17 98 9
17 99 6
18 19 4
18 20 3
18 21 5
18 22 5
18 23 10
18 24 9
18 25 10
18 26 10
18 27 4
18 28 1
18 29 2
18 30 7
18 31 8
18 32 3
18 34 8
18 35 10
18 37 10
18 38 3
18 39 8
18 40 9
18 41 5
18 42 8
18 43 2
18 44 1
18 45 6
18 47 1
18 48 2
18 49 2
18 50 10
18 51 9
18 52 4
18 53 1
18 54 1
18 58 2
18 59 6
18 60 5
18 61 6
18 62 8
18 63 7
18 64 9
18 65 7
18 67 5
18 69 4
18 70 9
18 71 5
18 72 6
18 73 7
18 74 4
18 75 3
18 76 10
18 77 4
18 78 5
18 79 10
18 81 10
18 82 10
18 84 10
18 85 2
18 86 10
18 88 4
18 89 2
18 90 7
18 91 8
18 93 8
18 94 10
18 95 4
18 97 3
18 98 4
18 99 4
19 20 2
19 21 8
19 22 5
19 23 6
19 24 7
19 25 3
19 26 7
19 28 2
19 29 10
19 30 4
19 31 4
19 32 4
19 33 8
19 34 4
19 35 7
19 36 5
19 37 4
19 38 1
19 39 3
19 40 4
19 41 5
19 42 4
19 44 1
19 45 3
19 46 10
19 47 5
19 48 7
19 50 8
19 51 6
19 52 8
19 53 5
19 54 7
19 55 5
19 56 4
19 57 4
19 58 10
19 59 8
19 60 9
19 62 7
19 63 3
19 65 5
19 66 6
19 67 10
19 69 2
19 70 7
19 71 1
19 72 7
19 73 7
19 74 2
19 75 5
19 76 9
19 78 10
19 79 10
19 80 8
19 81 3
19 82 10
19 83 6
19 84 3
19 86 7
19 87 3
19 88 7
19 89 9
19 90 3
19 91 6
19 92 9
19 93 6
19 94 2
19 95 1
19 96 3
19 97 2
19 98 3
19 99 4
20 21 2
20 22 1
20 23 9
20 24 4
20 25 1
20 26 8
20 27 10
20 29 10
20 30 3
20 31 5
20 32 10
20 33 7
20 34 8
20 35 6
20 38 6
20 39 10
20 40 2
20 42 9
20 43 4
20 44 10
20 45 4
20 46 1
20 47 9
20 48 6
20 49 1
20 51 8
20 52 5
20 53 2
20 54 10
20 56 1
20 57 8
20 58 2
20 59 9
20 60 6
20 61 4
20 62 9
20 63 7
20 64 9
20 65 5
20 66 8
20 67 10
20 68 9
20 69 10
20 70 2
20 71 2
20 72 9
20 73 6
20 76 10
20 77 8
20 78 1
20 79 10
20 82 10
20 84 3
20 85 3
20 86 8
20 87 7
20 88 8
20 89 3
20 90 4
20 91 2
20 92 3
20 93 3
20 95 5
20 96 4
20 97 8
20 98 6
20 99 3
21 22 9
21 23 4
21 24 2
21 25 3
21 26 5
21 27 7
21 28 5
21 29 9
21 30 7
21 31 8
21 32 1
21 33 7
21 34 5
21 35 6
21 36 7
21 37 1
21 38 4
21 40 9
21 41 4
21 42 1
21 43 7
21 44 4
21 46 3
21 47 2
21 50 6
21 51 2
21 52 1
21 53 8
21 54 8
21 55 6
21 56 3
21 57 8
21 58 7
21 59 4
21 60 8
21 61 8
21 62 5
21 63 10
21 65 7
21 66 6
21 67 5
21 68 6
21 71 9
21 73 7
21 74 5
21 75 4
21 76 9
21 77 8
21 78 5
21 79 8
21 80 4
21 81 1
21 82 5
21 83 3
21 85 8
21 86 1
21 87 10
21 89 9
21 90 10
21 91 10
21 92 9
21 93 1
21 95 3
21 97 3
21 98 3
21 99 6
22 23 9
22 24 8
22 25 9
22 26 6
22 27 2
22 28 8
22 29 4
22 32 7
22 33 4
22 34 9
22 35 9
22 36 1
22 37 5
22 38 1
22 39 5
22 41 6
22 42 6
22 43 3
22 44 10
22 45 1
22 46 8
22 47 5
22 48 8
22 49 1
22 50 7
22 51 2
22 52 1
22 53 10
22 54 1
22 55 5
22 56 3
22 59 2
22 60 5
22 61 7
22 62 6
22 63 5
22 64 5
22 65 10
22 66 1
22 67 1
22 68 4
22 69 8
22 71 1
22 72 3
22 73 1
22 74 1
22 75 3
22 76 10
22 77 4
22 78 8
22 79 3
22 80 3
22 81 2
22 82 4
22 83 8
22 84 3
22 85 2
22 86 3
22 87 7
22 88 7
22 89 4
22 90 6
22 91 1
22 92 7
22 93 9
22 94 3
22 95 5
22 96 3
22 97 7
22 98 4
22 99 6
23 24 6
23 26 1
23 27 7
23 29 7
23 30 9
23 31 6
23 32 9
23 35 9
23 36 4
23 38 8
23 39 10
23 40 3
23 41 8
23 42 6
23 43 1
23 44 1
23 45 7
23 46 1
23 47 2
23 48 2
23 49 1
23 50 8
23 51 2
23 53 9
23 54 1
23 55 4
23 56 6
23 57 2
23 58 10
23 59 3
23 60 9
23 61 8
23 62 3
23 63 3
23 64 9
23 65 3
23 66 10
23 67 9
23 68 3
23 70 10
23 71 6
23 72 6
23 73 3
23 74 1
23 75 5
23 76 1
23 77 3
23 78 1
23 79 5
23 80 6
23 81 9
23 82 10
23 83 6
23 84 5
23 85 7
23 87 2
23 88 2
23 89 4
23 90 1
23 91 9
23 92 4
23 93 10
23 94 9
23 95 1
23 96 9
23 99 7
24 25 7
24 26 1
24 27 7
24 28 8
24 29 4
24 30 8
24 31 5
24 32 6
24 34 4
24 36 2
24 37 4
24 38 5
24 41 3
24 42 5
24 43 3
24 45 9
24 46 4
24 47 4
24 48 6
24 49 10
24 50 1
24 51 8
24 52 5
24 53 3
24 54 6
24 55 8
24 56 2
24 57 8
24 58 6
24 59 9
24 60 3
24 61 4
24 62 3
24 63 10
24 65 9
24 66 9
24 67 1
24 68 9
24 69 1
24 70 8
24 71 3
24 72 5
24 74 5
24 75 1
24 76 2
24 77 10
24 78 8
24 79 1
24 80 7
24 81 9
24 82 4
24 83 1
24 84 10
24 86 5
24 88 8
24 89 6
24 90 2
24 91 2
24 92 6
24 93 5
24 94 10
24 97 10
24 98 5
24 99 2
25 26 7
25 27 5
25 29 10
25 32 1
25 35 9
25 36 2
25 37 5
25 38 1
25 39 2
25 40 3
25 41 2
25 42 2
25 43 4
25 44 2
25 45 10
25 46 1
25 47 8
25 48 7
25 49 9
25 50 4
25 51 7
25 52 9
25 53 6
25 54 10
25 55 8
25 56 3
25 57 9
25 58 9
25 59 9
25 60 5
25 61 1
25 62 8
25 63 4
25 64 6
25 66 8
25 67 9
25 68 4
25 69 7
25 70 4
25 71 4
25 72 3
25 74 2
25 77 4
25 78 7
25 79 10
25 80 8
25 81 7
25 82 5
25 83 8
25 84 2
25 85 3
25 86 5
25 87 6
25 88 4
25 89 5
25 91 1
25 92 3
25 93 2
25 94 1
25 95 6
25 96 9
25 97 1
25 98 1
25 99 7
26 27 6
26 28 2
26 29 3
26 30 4
26 32 10
26 33 9
26 34 2
26 36 6
26 38 6
26 41 1
26 42 8
26 43 2
26 44 5
26 45 7
26 46 4
26 47 2
26 48 9
26 49 2
26 50 6
26 51 8
26 52 7
26 53 4
26 54 5
26 57 7
26 58 5
26 59 9
26 60 3
26 62 2
26 63 1
26 64 8
26 65 7
26 66 7
26 67 5
26 68 1
26 69 9
26 70 4
26 71 1
26 73 10
26 74 1
26 77 2
26 78 10
26 79 2
26 80 4
26 81 6
26 82 6
26 83 9
26 84 6
26 85 10
26 86 1
26 87 7
26 88 3
26 89 6
26 90 8
26 91 3
26 92 10
26 93 10
26 94 7
26 95 8
26 96 5
26 98 10
26 99 10
27 28 1
27 31 1
27 32 6
27 34 3
27 35 7
27 36 1
27 37 1
27 38 3
27 39 4
27 40 6
27 41 5
27 44 4
27 45 7
27 46 9
27 47 8
27 48 6
27 49 3
27 50 6
27 51 3
27 52 3
27 53 3
27 54 10
27 55 10
27 56 2
27 57 1
27 58 9
27 59 3
27 60 9
27 62 9
27 63 1
27 64 1
27 65 5
27 67 3
27 68 2
27 69 5
27 70 2
27 71 4
27 72 5
27 73 6
27 74 2
27 75 6
27 76 4
27 77 8
27 78 6
27 79 9
27 80 8
27 81 4
27 82 1
27 83 1
27 84 6
27 85 3
27 86 9
27 87 4
27 88 9
27 89 5
27 90 6
27 91 4
27 93 1
27 94 4
27 95 3
27 96 5
27 99 1
28 30 4
28 31 9
28 32 6
28 33 5
28 34 10
28 35 6
28 36 6
28 37 6
28 38 4
28 39 2
28 42 7
28 43 10
28 44 1
28 45 9
28 47 6
28 48 3
28 49 6
28 50 4
28 51 4
28 52 6
28 53 10
28 54 10
28 56 8
28 57 7
28 58 9
28 59 10
28 60 8
28 61 1
28 62 5
28 63 8
28 64 10
28 65 6
28 66 8
28 67 7
28 68 2
28 69 1
28 70 4
28 71 7
28 72 3
28 73 2
28 75 3
28 76 2
28 78 2
28 79 8
28 80 9
28 81 9
28 82 8
28 83 9
28 84 5
28 85 7
28 86 2
28 87 8
28 89 2
28 90 10
28 91 2
28 93 9
28 94 6
28 95 2
28 97 9
28 98 9
29 30 7
29 31 7
29 32 8
29 33 9
29 34 4
29 36 2
29 38 8
29 39 4
29 40 8
29 41 8
29 42 2
29 43 5
29 44 6
29 45 10
29 46 3
29 47 1
29 48 4
29 49 3
29 50 3
29 51 6
29 52 10
29 53 7
29 54 6
29 55 6
29 56 1
29 57 1
29 58 6
29 59 6
29 61 1
29 62 7
29 65 7
29 66 2
29 67 4
29 68 10
29 69 4
29 70 5
29 71 2
29 72 2
29 73 10
29 74 1
29 75 6
29 76 8
29 77 2
29 78 5
29 79 1
29 80 9
29 81 4
29 83 3
29 84 7
29 85 3
29 86 2
29 87 4
29 88 4
29 89 9
29 90 6
29 91 2
29 92 2
29 93 5
29 94 10
29 95 1
29 96 5
29 97 8
29 98 5
29 99 9
30 31 3
30 32 3
30 33 5
30 35 6
30 36 8
30 37 8
30 38 10
30 39 2
30 40 8
30 43 9
30 45 3
30 46 6
30 47 3
30 48 3
30 49 3
30 51 8
30 52 10
30 53 8
30 54 3
30 55 4
30 57 6
30 58 6
30 59 3
30 61 7
30 63 3
30 64 3
30 65 9
30 66 4
30 67 7
30 68 8
30 69 6
30 71 3
30 73 2
30 74 5
30 75 5
30 76 6
30 77 8
30 78 5
30 79 7
30 81 3
30 82 5
30 83 7
30 84 1
30 85 2
30 86 9
30 88 6
30 89 8
30 90 6
30 91 10
30 92 2
30 93 10
30 94 8
30 95 7
30 96 4
30 97 2
30 98 1
31 32 10
31 34 6
31 35 7
31 36 8
31 37 6
31 38 4
31 40 4
31 42 9
31 43 3
31 44 2
31 45 3
31 46 3
31 47 1
31 48 8
31 50 7
31 51 8
31 52 9
31 53 8
31 54 7
31 56 10
31 58 10
31 59 10
31 60 6
31 63 5
31 65 8
31 66 7
31 67 5
31 68 6
31 70 7
31 71 1
31 72 8
31 73 1
31 74 4
31 75 1
31 76 7
31 77 2
31 78 7
31 79 6
31 80 6
31 81 2
31 83 4
31 84 10
31 85 2
31 86 10
31 87 8
31 88 10
31 89 6
31 90 6
31 91 2
31 92 7
31 94 3
31 95 2
31 96 1
31 97 5
31 98 9
31 99 9
32 33 4
32 34 5
32 35 1
32 36 5
32 37 3
32 39 4
32 40 1
32 41 4
32 42 1
32 43 8
32 44 6
32 45 2
32 46 5
32 47 2
32 48 5
32 49 5
32 50 3
32 51 2
32 52 8
32 53 2
32 55 2
32 56 2
32 57 2
