50 1206
23 26 9
23 27 4
23 28 9
23 29 5
23 30 5
23 31 7
23 32 2
23 33 7
23 34 2
23 35 7
23 36 9
23 37 8
23 38 6
23 39 6
23 40 4
23 41 10
23 42 9
23 43 8
23 44 3
23 45 4
23 46 9
23 47 9
23 48 3
23 49 2
24 25 1
24 26 9
24 27 2
24 28 6
24 29 3
24 30 2
24 31 6
24 32 3
24 33 1
24 34 3
24 35 1
24 36 6
24 37 3
24 38 4
24 39 1
24 40 4
24 41 8
24 42 2
24 43 2
24 44 9
24 45 3
24 46 2
24 47 10
24 48 2
24 49 7
25 26 9
25 27 7
25 28 10
25 29 2
25 30 3
25 31 10
25 32 2
25 33 3
25 34 8
25 35 2
25 36 6
25 37 8
25 38 8
25 39 2
25 41 6
25 42 7
25 43 2
25 44 8
25 45 1
25 46 6
25 47 10
25 48 3
25 49 2
26 27 8
26 28 5
26 29 5
26 30 8
26 31 8
26 32 4
26 33 6
26 34 5
26 35 6
26 36 7
26 37 4
26 38 1
26 39 5
26 40 6
26 41 4
26 42 1
26 43 7
26 44 5
26 45 6
26 46 5
26 47 9
26 48 7
26 49 1
27 28 8
27 29 9
27 30 6
27 32 9
27 33 2
27 34 2
27 35 4
27 36 5
27 37 3
27 38 6
27 39 1
27 41 4
27 42 3
27 43 2
27 44 6
27 45 4
27 46 7
27 47 9
27 48 9
27 49 1
28 29 4
28 30 3
28 31 8
28 32 4
28 33 6
28 34 9
28 35 4
28 36 6
28 37 5
28 38 4
28 39 8
28 40 8
28 41 7
28 42 9
28 43 10
28 44 2
28 45 1
28 46 4
28 47 6
28 48 1
28 49 7
29 30 4
29 31 8
29 32 3
29 33 3
29 34 10
29 35 10
29 36 2
29 37 9
29 38 6
29 39 4
29 40 7
29 41 1
29 42 4
29 43 10
29 44 9
29 45 6
29 46 8
29 47 3
29 48 1
29 49 10
30 31 5
30 32 4
30 33 2
30 34 6
30 35 5
30 36 1
30 37 5
30 38 2
30 39 1
30 40 4
30 41 4
30 42 8
30 43 1
30 44 2
30 45 3
30 46 6
30 47 9
30 48 2
30 49 2
31 32 1
31 33 7
31 34 6
31 35 9
31 36 3
31 37 7
31 38 9
31 39 1
31 40 2
31 42 1
31 43 10
31 44 8
31 45 5
31 46 3
31 47 8
31 48 2
31 49 9
32 33 8
32 34 5
32 35 5
32 36 1
32 37 9
32 38 4
32 39 5
32 40 10
32 41 4
32 42 7
32 43 6
32 44 8
32 45 3
32 46 3
32 47 8
32 48 1
32 49 3
33 34 3
33 35 4
33 36 5
33 38 1
33 39 4
33 40 6
33 41 3
33 42 4
33 43 6
33 44 2
33 45 1
33 46 7
33 47 7
33 48 5
33 49 6
34 35 5
34 36 3
34 37 1
34 38 1
34 39 5
34 40 5
34 41 10
34 42 9
34 43 6
34 44 7
34 45 4
34 46 2
34 47 4
34 48 3
34 49 4
35 36 8
35 37 6
35 38 4
35 39 7
35 40 10
35 41 6
35 42 10
35 43 5
35 44 2
35 45 2
35 46 3
35 47 8
35 48 3
35 49 6
36 37 1
36 38 7
36 39 2
36 40 2
36 41 1
36 42 6
36 43 1
36 44 4
36 45 3
36 46 9
36 47 9
36 48 3
36 49 5
37 38 10
37 39 9
37 40 10
37 41 7
37 42 2
37 43 1
37 44 8
37 45 2
37 46 5
37 47 1
37 48 9
37 49 9
38 39 6
38 40 4
38 41 10
38 42 2
38 43 3
38 44 1
38 45 5
38 46 1
38 47 6
38 48 2
38 49 8
39 40 4
39 41 7
39 42 5
39 43 10
39 44 4
39 45 10
39 46 3
39 47 5
39 48 8
39 49 10
40 41 3
40 42 4
40 43 7
40 44 7
40 45 3
40 46 4
40 47 2
40 48 2
40 49 8
41 42 8
41 43 9
41 44 6
41 45 6
41 46 9
41 47 7
41 48 1
41 49 4
42 43 10
42 44 6
42 45 6
42 46 4
42 47 7
42 48 7
42 49 6
43 44 8
43 45 1
43 46 6
43 47 4
43 48 8
43 49 9
44 45 4
44 46 7
44 47 1
44 48 7
44 49 4
45 46 1
45 47 4
45 48 10
45 49 2
46 47 10
46 48 10
46 49 4
47 48 8
47 49 3
48 49 4
